,user,time,text,likes,comments,repost,share,url
123,jinsunny89,2024-07-06,건강하게 돌아오시길요!,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
124,macs_ni,2024-07-06,탈출해주세요~,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
125,hwxn._ll,2024-07-06,편히 쉬다와요,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
126,92_kim_jh,2024-07-06,치료잘받고와용,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
127,seoyu_tattoo,2024-07-06,"고생했어요
잘 쉬다 와요",,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
128,jaey00npark,2024-07-06,축하드려요!,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
129,drop0ut_boy,2024-07-06,🥺 건강만 신경쓰시길.. 🙏🏻,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
130,this.is.for.studying,2024-07-06,최근 안 보이신다 했더니!!아무쪼록 쾌차하시길!,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
131,detox0103,2024-07-07,저도 의사샘이 입원하라고 했는데 엄마 간병때문에 못하고 약까지 못먹었더니 더 심해졌는데 입원하니까 어떠세요?1,1.0,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
132,cjdthddl77,2024-07-07,왜입원하신거예요?,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
133,mj__um,2024-07-07,휴대폰 소지가 가능해요? 제 지인은 안된다고 하더라고요,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
134,kim_minseong88,2024-07-06,치료 잘받고 나와~ 정신병원 도시에 있어?,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
135,menzeh_,2024-07-06,몸 성하게 퇴원하시고 또 일상에서 뵙길 바라요,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
136,custom0518,2024-07-07,뭐.. 아파서 입원하는거니 빨리 나아지길 바래야지 ㅎㅎ 토닥토닥,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
137,_jelsomina,2024-07-06,냉방은 빵빵한가요?,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
138,jiopp8490,2024-07-06,치료 잘하시고 일상복귀 하시길바랍니다!,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
139,rse1853,2024-07-06,행복하길 바라요. 저한테도 그렇게 이야기 하셨으니까요!! 꼭이요..!!!,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
140,jaebin1ee,2024-07-06,힙한데요 응원합니다잇3,3.0,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
141,suuang_04,2024-07-06,ㅜㅠ1,1.0,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
142,yejjiolin,2024-07-06,잘 쉬고 치료 잘 받고 와요 기다릴게요 연!,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
143,jinsunny89,2024-07-06,건강하게 돌아오시길요!,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
144,kwon_whale,2024-07-06,행복하세요,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
145,jelloo25,2024-07-06,그 단어에 다 이상하게 보이네요! 정신적으로 힘든 시기인거 같네요! 빨리 쾌유 하시길,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
146,hyu2ke,2024-07-08,안녕하세오오,,,,,https://www.threads.net/@ibfci/post/C9JywczRGsK
147,rse1853,2024-07-08,안녕하세요!!!,,,,,https://www.threads.net/@ibfci/post/C9JywczRGsK
148,jaebin1ee,2024-07-08,돌아왔구나 연태식이,,,,,https://www.threads.net/@ibfci/post/C9JywczRGsK
149,jagwi_,2024-07-08,어어어 연짱 오랜만!!,,,,,https://www.threads.net/@ibfci/post/C9JywczRGsK
150,hi_mysweetie_imzw,2024-08-23,무탈히 잘 지내시고 계시는거죠?,,,,,https://www.threads.net/@ibfci/post/C9JywczRGsK
151,this.is.for.studying,2024-07-08,안녕하신지요!,,,,,https://www.threads.net/@ibfci/post/C9JywczRGsK
152,drop0ut_boy,2024-07-08,안녕하시길!,,,,,https://www.threads.net/@ibfci/post/C9JywczRGsK
153,deok.deok9,2024-07-08,안녕하세요!!👋,,,,,https://www.threads.net/@ibfci/post/C9JywczRGsK
154,swkim8888,2024-07-08,잘왔어 !!,,,,,https://www.threads.net/@ibfci/post/C9JywczRGsK
155,jf._.koli,2024-07-09,🫡,,,,,https://www.threads.net/@ibfci/post/C9JywczRGsK
156,st_goat666,2024-07-08,몸은 좀 건강하신지요1,,1.0,,,https://www.threads.net/@ibfci/post/C9Jyqu0RH87
157,ibfci,2024-07-08,마음이좀..그러합니다1,1.0,,,,https://www.threads.net/@ibfci/post/C9Jyqu0RH87
158,moing.morning2309,2024-07-08,잘 지내지? 괜찮은거지?,,,,,https://www.threads.net/@ibfci/post/C9Jyqu0RH87
159,detox0103,2024-07-07,저도 의사샘이 입원하라고 했는데 엄마 간병때문에 못하고 약까지 못먹었더니 더 심해졌는데 입원하니까 어떠세요?1,1.0,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
160,custom0518,2024-07-07,뭐.. 아파서 입원하는거니 빨리 나아지길 바래야지 ㅎㅎ 토닥토닥,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
161,mj__um,2024-07-07,휴대폰 소지가 가능해요? 제 지인은 안된다고 하더라고요,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
162,menzeh_,2024-07-06,몸 성하게 퇴원하시고 또 일상에서 뵙길 바라요,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
163,kim_minseong88,2024-07-06,치료 잘받고 나와~ 정신병원 도시에 있어?,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
164,jaebin1ee,2024-07-06,힙한데요 응원합니다잇3,3.0,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
165,rse1853,2024-07-06,행복하길 바라요. 저한테도 그렇게 이야기 하셨으니까요!! 꼭이요..!!!,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
166,_jelsomina,2024-07-06,냉방은 빵빵한가요?,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
167,cjdthddl77,2024-07-07,왜입원하신거예요?,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
168,jiopp8490,2024-07-06,치료 잘하시고 일상복귀 하시길바랍니다!,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
169,yejjiolin,2024-07-06,잘 쉬고 치료 잘 받고 와요 기다릴게요 연!,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
170,jelloo25,2024-07-06,그 단어에 다 이상하게 보이네요! 정신적으로 힘든 시기인거 같네요! 빨리 쾌유 하시길,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
171,swkim8888,2024-07-06,아고... 이런 ㅠㅜ1,1.0,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
172,kwon_whale,2024-07-06,행복하세요,,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
173,yhy8007,2024-07-06,"그냥 잠시 마음이 안좋아 요양하러 가셨다 생각하시고, 맘 편하게 쉬시다 온다 생각하십시다요..1",1.0,,,,https://www.threads.net/@ibfci/post/C9E5afyRDXC
174,sang._.yeob211,2024-06-27,1,1.0,,,,https://www.threads.net/@ibfci/post/C8t_cbqy0k2
175,summerly0_0,2024-11-05,"저도 이런 기간이 오더라구요 ... 이게 약땜에 좋아지는건지 아님 내가 게으른건지 .
구분이 안 가서 저는 그냥 제한을 두면서 좀 게을러지는 연습을 하고 있어요.21",2.0,1.0,,,https://www.threads.net/@ryasien/post/DB_X745zqbs
176,ryasien,2024-11-05,제한을 두면서 게을러지는 연습 좋은 것 같아요! 저도 좀 더 이 우울증이라는 병에 적응을 더 해야겠어요😂2,2.0,,,,https://www.threads.net/@ryasien/post/DB_X745zqbs
177,royal_bom,2024-11-05,나 이거 유튜브 댓글서 본건데.. 이유 찾지마! 그냥 그냥 그냥 이래버려! 오늘도 잘놀았다! 나이스 하면서 칭찬해!!61,6.0,1.0,,,https://www.threads.net/@ryasien/post/DB_X745zqbs
178,ryasien,2024-11-06,그냥! 나도 잘 적용해봐야겠다. 고마워🥰,,,,,https://www.threads.net/@ryasien/post/DB_X745zqbs
179,dodohann,2024-11-06,"나도 최근에 비슷한 감정을 느꼈어
우울감에서 벗어나고 싶지만 우울감이 사라질까 두려운 이상한 양가감정이 생기더라고
시간이 지나서 우울감은 어느정도 벗어낫는데 그게 무슨 감정인지는 아직도 모르겟어11",1.0,1.0,,,https://www.threads.net/@ryasien/post/DB_X745zqbs
180,ryasien,2024-11-06,"맞아 ㅠㅠ 이 우울증과 무기력에서 벗어나고 싶은데, 막상 벗어나려고 하니 무서운 느낌이더라구. 엄청 모순적이라서 스스로도 혼란스러운가봐😭",,,,,https://www.threads.net/@ryasien/post/DB_X745zqbs
181,blu3_o_o_v,2024-11-05,둘 다 아닐까 나는 둘 다야 변명도 하고 극복도 하고 긍정적일때도 있고 한 없이 부정적일때도 있고 하기싫다 생각할때도 있고 열심히 살아보자 할때도 있구11,1.0,1.0,,,https://www.threads.net/@ryasien/post/DB_X745zqbs
182,ryasien,2024-11-06,"쓰친이 말이 맞아😭 어쩔 때는 열심히 해보자고 굳게 마음 먹었다가도, 어떤 날은 한없이 무기력하고..둘 다 받아들여야하는데 아직 쉽지 않나봐😂1",1.0,,,,https://www.threads.net/@ryasien/post/DB_X745zqbs
183,gripdriptrip,2024-11-05,난 그냥 이런 인간인걸로 결정했어. 우울증인 사람들이 약먹고 다 부지런 해 지진 않으니까.11,1.0,1.0,,,https://www.threads.net/@ryasien/post/DB_X745zqbs
184,ryasien,2024-11-06,나 자신을 있는 그대로 받아들이는게 제일 큰 일인 것 같아. 쓰친이는 그런 의미에서 큰 산은 넘었구나😊1,1.0,,,,https://www.threads.net/@ryasien/post/DB_X745zqbs
185,so_whenitgoes,2024-11-06,우울이든 원래이든 그게 다 나라고 받아들이는 중11,1.0,1.0,,,https://www.threads.net/@ryasien/post/DB_X745zqbs
186,ryasien,2024-11-06,그게 제일 어렵지만 좋은 방법같아. 나도 둘 다 받아들여야하는데 아직 헤매는 중😭...11,1.0,1.0,,,https://www.threads.net/@ryasien/post/DB_X745zqbs
187,so_whenitgoes,2024-11-06,"응 참 어렵네. 우울,무기력이 어린시절부터 함께해 떼어내는게 잘 안되더라구. 수십년을 그러다보니 지치고 포기하고싶고. 그래도 가끔이나마 받아들여보자는 생각을 하고있어 (그 또한 여전히 헤맨다는 걸테지만)11",1.0,1.0,,,https://www.threads.net/@ryasien/post/DB_X745zqbs
188,ryasien,2024-11-07,맞아😭 익숙해질 법한데도 헤매더라구....나를 있는 그대로 바라보고 받아들이는게 제일 어려운 일 같아11,1.0,1.0,,,https://www.threads.net/@ryasien/post/DB_X745zqbs
189,so_whenitgoes,2024-11-07,응1,1.0,,,,https://www.threads.net/@ryasien/post/DB_X745zqbs
190,jihyemin_artist,2024-11-06,나도 무기력인지 게으른건지 헷갈려요ㅠㅠ11,1.0,1.0,,,https://www.threads.net/@ryasien/post/DB_X745zqbs
191,ryasien,2024-11-06,맞아요 ㅠㅠ 스스로도 판단하기가 제일 어려워서 힘들더라구요...ㅠㅠ,,,,,https://www.threads.net/@ryasien/post/DB_X745zqbs
192,bohemian0324,2024-10-19,나는 오히려 반대였어.. 세상이 왜 나를 알아주지 않지.. 하며 어차피 안 알아줄거 해서 뭐해 하며 그냥 갇혀있었어..음.. 쓰다보니 이것도 결국은 나를 사랑하지 않는것중 하나같네. 아마도 나는 치료 기간이 길어서 어느정도 제어가 되서 이렇게 쓸 수 있는거 같아. 나는 어느정도 치료로 감정제어가 되는 시간이 생길때 스스로를 객관화를 많이 했어. 그랬더니 나 참 보잘것 없는 인간이더라구. 근데 그 객관화가 마음을 힘들게 하지 않았어. 요즘 말하는 T발C라서 그런가 ㅎㅎ 많이 힘들지? 가끔씩 이렇게 종종 글을 쓰면서라도 감정을 뱉어내봐.. 쓰니의 글이 보이면 이렇게 글을 남기며 순간의 대화라도 해보자. 치료는 받고 있지? 힘들다고 빼먹지말고 치료 꼭 꾸준히 받아. 우리 그저 마음이 고요해지는 날까지 힘내서 치료받자 :)11,1.0,1.0,,,https://www.threads.net/@ryasien/post/DBRTxHMThk6
193,ryasien,2024-10-20,고마워! 치료는 꾸준히 받고 있어 ㅎㅎ 나도 내 얘기를 주변에 안하는 편이라 이렇게 쓰레드에서라도 내 생각을 쓰는 중인데 쓰레드 쓰친이들이 너무 다정한 사람들이 많아서 위로와 감동을 많이 받아가😭 쓰친이의 다정한 말도 오늘 하루 큰 힘으로 얻어가 ㅎㅎ1,1.0,,,,https://www.threads.net/@ryasien/post/DBRTxHMThk6
194,hyojin_0449,2024-10-19,"나도 아직 어떻게 하는지 잘 모르지만 그래도 함부러 대하지는 않도록 노력 중이야. 
잘 해보자 ㅠㅠ 포기 하지 않고.11",1.0,1.0,,,https://www.threads.net/@ryasien/post/DBRTxHMThk6
195,ryasien,2024-10-20,응응 ㅠㅠ 이제서야 잘 대해주려고 하는데 그게 어렵더라구 ㅠㅠ 나도 함부러 대하지 않는 것부터 시작해봐야겠다. 우리 잘해보자!11,1.0,1.0,,,https://www.threads.net/@ryasien/post/DBRTxHMThk6
196,hyojin_0449,2024-10-20,🥹🫰🏻🫰🏻🫰🏻🫰🏻👏👏👏😘😘😘1,1.0,,,,https://www.threads.net/@ryasien/post/DBRTxHMThk6
197,so_whenitgoes,2024-10-19,"쓰니의 글에 깊이 공감해. (이 말도 조심스럽지만)
어제 정신과 진료받는 날이라 병원에 다녀왔어.
요즘 종종 내 뒷모습을 볼때가 있다고 말했어.
(환각은 아니고 상상처럼 떠올리는 거)
타인에겐 한없이 관대한 나를 뒤에서 지켜보다가
'여기 한번 살짝 뒤돌아봐줄래? 여기 너도 있다?'
그럴때가 생겼어. 처절한걸지도 모르지..
어쩌면 일생을 자신과 화해하는 방법을 찾기 위해 달렸던 것 같단 생각을 할때가 있어. 
쓰니, 너무 어둡고 힘겨우니 아무것도 하지 않아도, 흐릿하게라도 아주 느리더라도 자신만의 방법을 만들어갈 수 있다면11",1.0,1.0,,,https://www.threads.net/@ryasien/post/DBRTxHMThk6
198,ryasien,2024-10-19,"고마워😭 나도 항상 타인의 실수에는 관대한데 스스로에게는 그렇지 못한 나를 보면서 고치려고 하는데, 그 방법조차 모르는 느낌이더라구....느리지만 천천히 나아가볼게!11",1.0,1.0,,,https://www.threads.net/@ryasien/post/DBRTxHMThk6
199,so_whenitgoes,2024-10-19,🫂1,1.0,,,,https://www.threads.net/@ryasien/post/DBRTxHMThk6
200,kim_goo_goo,2024-10-19,"그거 알재?
내한테 하는 못된 말은 누군가가 나한테 했던 말이었던 거11",1.0,1.0,,,https://www.threads.net/@ryasien/post/DBRTxHMThk6
201,ryasien,2024-10-20,그런 것 같아😂 무의식에 그 말들이 강하게 남아서 스스로를 괴롭혔던 것 같아...1,1.0,,,,https://www.threads.net/@ryasien/post/DBRTxHMThk6
202,dlwlzzz,2024-10-19,스친아 글 기다렸어!!!!!! 한동안 안보여서 계속 생각났다구!!!!! 있쟈나 ... 나도 나를 사랑하는게 가장 어려워. 나는 자기 혐오가 엄청 심했거든? 치료 시작하면서 쓰기 시작했던 감정노트를 얼마전에 다시 읽어봤는데 초반엔 진짜 내가 싫다 이런말만 수두룩해..... 근데 나 진료 봐주는 선생님도 자기를 있는그대로 받아들이는데 20년 걸리셨대..그게 그만큼 어려운일이 맞대ㅠㅠㅠㅠㅠ 근데 나는 스친이가 주변을 사랑스럽게 보는 시선을 가졌다는것만으로도 너무 다행이라 생각해. 시간이 좀 더 걸리더라도 그 시선을 나 자신에게 옮겨지는 날이 올거라 믿어21,2.0,1.0,,,https://www.threads.net/@ryasien/post/DBRTxHMThk6
203,ryasien,2024-10-19,"오랜만이야! 쓰치니 말처럼 항상 천천히 점점 더 나아가야하는데, 조바심이 너무 드나봐😂 요즘 무력감이 좀 심했는데 쓰치니의 다정한 답글보니까 너무 위로된다. 항상 고마워!1",1.0,,,,https://www.threads.net/@ryasien/post/DBRTxHMThk6
204,ijaejun2333,2024-10-19,오지랖이지만 그럴 땐 거울의 나와 하이파이브가 좋대 그리고 그런 부정적인 생각이 들 때면 '아 우울아 왔구나 그래 잠깐 머물다가 가라'하고 인정하고 받아들이고 난 후에 기분 환기시키면 훨씬 나을거야11,1.0,1.0,,,https://www.threads.net/@ryasien/post/DBRTxHMThk6
205,ryasien,2024-10-20,거울 속의 나와 하이파이브. 한번 도전해볼게! 고마워!,,,,,https://www.threads.net/@ryasien/post/DBRTxHMThk6
206,letslivelikeadog,2024-10-19,공감해요;)11,1.0,1.0,,,https://www.threads.net/@ryasien/post/DBRTxHMThk6
207,ryasien,2024-10-19,감사합니다😊,,,,,https://www.threads.net/@ryasien/post/DBRTxHMThk6
208,hagosipeun__mal,2024-10-19,"이 와중에 조금 T같지만 혹시 실업급여는 신청했어?
나 회사에서 권고사직으로는 안된다고해서 질병퇴직하고나서 진단+진료기록 가지고 가서 신청하고 받았었어.
그러고나서 6개월 푹 쉬었어.
너무 걱정안해도 돼.
나도 전문적인 경력없이 6~7년 환승이직 반복한 사회생활이었고 그래도 또 어딘가 내가 일할 곳은 있더라고.
그런데 그 전에 충분히 쉬자 일단.21",2.0,1.0,,,https://www.threads.net/@ryasien/post/DATd5kszyon
209,ryasien,2024-10-19,"응응😂 회사에서 먼저 사직을 권고하신걸 내가 받아들인거라서 권고사직으로 처리되었어.(난 사실 사직보다는 휴직을 예상했는데, 내가 원글처럼 휴직을 설득한 후에 복직을 성공적으로 할 자신도 없었어😭) 퇴사 직후에 심리적으로는 내가 쓸모없는 직원이라는 생각이 들어서 힘들었는데, 실업급여 받을 수 있어서 결과적으로는 회사에 감사하고 있어. 
요즘 공백기에 대한 불안이 컸는데 쓰친이 답글보니 위로가 된다 ㅎㅎ 나도 잘 쉬고 성공적인 이직해볼게!11",1.0,1.0,,,https://www.threads.net/@ryasien/post/DATd5kszyon
210,hagosipeun__mal,2024-10-19,"오 다행이다! 혹시나 나랑 같은 상황일까봐 걱정했어 ㅠㅠ 엄청 막막했었거든....!!
충분히 쉬어도 괜찮아 정말.
사실 내 개인적인 느낌이지만 쓰친 글 쓰는 것만 봐도 야무져서 어딜가도 잘 해낼 사람이라 걱정 안해도 될 것 같아😉11",1.0,1.0,,,https://www.threads.net/@ryasien/post/DATd5kszyon
211,ryasien,2024-10-19,고마워😭 쓰친이 덕분에 이 새벽에 감동으로 울컥해진다. 쓰친이처럼 나도 힘내볼게!11,1.0,1.0,,,https://www.threads.net/@ryasien/post/DATd5kszyon
212,hagosipeun__mal,2024-10-19,힘내쟈 종종 얘기나누자 우리💕11,1.0,1.0,,,https://www.threads.net/@ryasien/post/DATd5kszyon
